"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100"
0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,1,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,11,0,7,0,0,0,0,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,0,1,2,0,3,0,1,0,0,0,0,0
7,0,0,6,0,0,4,0,1,2,1,0,1,0,1,1,0,3,6,0,0,2,0,0,0,1,0,0,0,0,0,10,0,3,0,1,2,0,4,2,0,0,0,1,0,1,1,0,23,1,0,6,0,0,6,0,0,3,1,0,1,0,0,0,0,0,0,6,0,0,11,9,0,0,0,50,2,0,1,19,1,1,2,0,0,1,0,3,0,0,14,0,4,1,24,1,17,2,0,9
0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
0,0,0,0,10,0,0,0,0,0,2,1,1,0,0,0,2,0,0,1,0,0,3,6,0,26,36,2,0,1,51,1,1,0,5,0,0,1,1,0,0,2,0,1,0,0,0,11,0,2,0,0,0,0,0,0,0,0,0,0,1,1,2,5,0,5,6,2,0,0,0,0,1,0,5,0,2,0,10,0,4,0,0,0,34,11,2,0,0,0,0,6,0,10,0,0,1,0,2,0
8,0,0,70,0,0,83,0,28,0,0,4,0,0,0,89,0,4,2,0,1,237,0,1,0,0,0,1,1,2,0,1,0,0,0,0,0,1,3,3,0,0,0,0,0,0,0,0,13,1,0,65,0,0,73,0,0,10,0,1,1,0,0,0,0,0,0,1,0,0,7,4,0,0,0,11,0,0,0,7,0,1,1,0,0,0,0,11,0,0,5,1,3,0,22,0,12,0,0,2
18,1,1,18,0,0,5,0,3,0,4,2,2,0,1,4,1,3,2,0,0,6,0,2,2,0,0,6,0,4,0,11,1,2,0,0,3,1,5,5,0,0,0,3,0,2,0,1,47,2,0,21,2,0,11,1,0,12,5,4,0,0,0,1,0,0,0,13,0,0,24,20,1,0,0,96,2,1,1,41,1,8,1,0,0,1,4,2,0,1,32,0,12,0,48,0,39,6,1,22
8,1,1,16,0,0,5,0,6,0,2,5,0,0,1,1,1,0,1,0,0,3,0,2,1,0,0,2,0,0,1,14,3,0,0,2,2,0,8,2,0,0,0,1,1,1,0,1,34,1,0,8,1,0,3,0,0,3,1,1,0,0,0,0,0,0,0,11,0,3,6,20,2,0,0,80,3,0,0,35,1,3,2,1,1,0,0,5,1,1,18,0,6,1,31,1,20,5,1,11
0,1,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,1,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,1,0,0,2,0,11,0,0,0,0,0,0,1,0,0,0,0,2,0,1,0,2,0,2,0,0,0,2,0,0,2,0,0,1,0,0,0,0,1,0,3,0,1,2,0
2,0,0,0,9,0,0,0,0,0,4,0,1,0,0,0,4,0,1,1,0,0,9,2,0,46,94,3,0,3,72,0,2,1,9,0,0,7,5,0,0,3,0,3,1,0,0,7,0,3,0,0,0,0,0,0,0,0,0,0,1,1,1,3,0,14,13,1,3,3,0,0,4,1,11,0,2,0,21,1,9,0,0,3,110,27,8,0,0,1,1,14,2,9,0,0,0,3,10,2
10,1,1,12,2,1,2,0,6,1,1,2,0,1,1,7,0,1,1,0,1,4,0,2,3,1,1,0,0,1,0,13,2,0,0,1,2,1,7,0,0,0,0,0,1,1,0,0,33,1,0,8,1,0,6,1,0,4,4,5,0,0,0,0,0,0,0,17,0,1,13,13,0,0,0,65,1,1,0,22,0,5,5,2,0,0,0,6,0,3,15,1,7,2,38,0,18,4,2,8
0,0,0,0,8,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,1,1,0,14,32,2,0,0,37,1,0,0,4,0,0,6,1,0,1,3,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,14,0,0,1,0,0,0,1,0,7,0,2,0,16,0,2,1,0,1,30,11,5,0,0,0,0,7,0,14,0,1,1,2,3,1
16,1,0,33,0,1,3,1,9,1,3,15,1,1,0,6,2,3,3,0,1,6,0,2,2,1,0,4,1,4,0,26,2,4,0,4,6,0,12,5,0,1,1,1,0,1,1,0,87,0,0,22,2,0,18,0,0,12,6,3,2,0,0,0,0,0,1,7,0,0,18,31,3,0,0,149,9,1,1,62,0,4,6,2,0,0,2,8,0,3,47,0,20,0,81,5,45,12,0,32
0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,1,0,0,0,4,0,0,0,1,1,1,2,1,0,0,0,0,2,0,3,0,1,2,0,0,1,0,0,7,0,0,1,0,0,0,1,2,1,0,1,0,19,0,0,0,2,1,0,0,2,0,0,0,3,0,8,0,2,0,0,0,1,2,1,0,0,2,0,0,1,0,0,1,0,2,0,2,0,0,3,1
0,0,0,0,26,0,0,0,0,2,5,1,1,0,0,0,5,0,1,2,1,0,9,4,3,44,76,2,0,0,108,1,2,0,28,1,0,19,3,0,0,6,0,4,0,0,0,26,0,3,0,0,0,0,0,2,0,0,2,2,6,0,2,9,0,24,13,0,1,0,0,0,4,0,10,0,7,0,30,0,11,0,1,1,89,35,4,1,3,0,0,13,0,35,0,3,0,2,14,2
0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0,1,9,22,1,1,0,14,0,0,0,3,0,0,0,1,0,1,0,0,2,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,3,3,0,1,0,0,0,2,0,0,0,1,0,6,0,1,0,0,0,14,3,1,0,0,1,0,1,1,2,0,1,0,1,0,0
2,21,11,16,0,18,32,0,0,0,1,1,0,0,15,25,0,383,0,0,11,15,0,2,1,0,0,0,0,4,0,1,0,1,0,1,17,0,0,32,0,0,1,0,3,20,15,0,12,0,1,12,10,15,8,0,5,0,4,0,2,0,0,0,0,0,0,0,0,0,2,14,1,1,0,6,1,5,0,4,0,5,1,0,0,0,0,3,1,0,2,0,1,0,8,0,16,4,0,1
0,0,0,0,7,0,0,2,0,1,0,0,5,6,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,4,2,0,1,2,1,0,0,0,3,0,3,1,1,0,0,0,0,5,0,0,0,0,1,0,0,4,0,0,1,0,19,0,0,0,0,2,1,0,0,0,0,1,7,1,9,0,0,0,1,0,0,0,1,0,0,3,1,0,5,0,1,1,0,3,0,7,0,2,4,0
0,12,4,17,0,11,15,0,3,0,1,0,1,0,4,13,0,178,0,0,10,10,0,1,1,0,0,0,1,3,0,0,0,1,0,0,3,0,2,3,0,0,0,1,3,7,8,0,5,0,0,4,5,3,5,0,2,0,2,1,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,4,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,0,0,0,5,0,3,3,0,0
3,0,0,5,0,0,7,0,2,0,0,0,0,0,0,11,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,2,0,0
0,0,2,0,2,1,0,9,0,0,0,0,10,21,1,0,0,0,0,4,0,0,0,0,0,0,0,0,12,5,0,1,0,5,0,0,2,0,0,3,47,3,8,0,9,1,0,2,0,0,17,0,5,1,0,15,2,0,5,0,6,25,0,0,28,3,0,0,13,0,0,0,2,12,4,0,0,9,1,0,0,2,3,0,0,2,0,0,30,0,0,1,0,0,1,5,1,2,0,0
0,0,0,0,22,0,0,0,0,2,7,1,1,0,0,0,1,0,0,1,0,0,8,2,1,48,86,6,0,0,89,2,2,0,15,0,1,9,4,0,1,9,0,1,0,0,0,17,1,2,0,0,0,0,0,1,0,0,0,1,4,1,2,9,0,20,10,1,0,1,0,0,4,0,6,0,7,0,23,0,7,2,3,2,85,36,6,0,0,0,0,17,0,20,0,0,0,1,11,0
0,0,0,0,22,0,0,0,0,2,2,3,1,0,1,0,4,0,0,1,0,0,4,3,3,52,80,4,0,0,109,2,2,1,20,0,0,14,3,0,2,8,0,2,0,0,0,25,1,1,0,0,0,0,0,0,0,0,1,0,2,2,4,5,0,13,15,0,2,1,0,0,6,0,7,1,4,0,24,0,9,2,1,1,89,29,6,1,1,0,0,18,1,29,1,2,0,2,11,1
0,0,3,1,29,0,0,2,0,0,4,0,19,18,1,0,2,0,0,3,0,0,1,14,0,9,3,6,7,4,4,4,2,16,12,1,5,11,14,3,9,17,0,0,8,0,0,21,1,0,3,0,0,0,0,24,3,0,7,0,120,7,0,0,5,15,1,3,6,1,0,2,48,2,46,1,7,1,6,1,0,2,16,1,5,12,2,0,20,0,3,3,1,10,0,19,1,10,22,6
0,2,2,0,0,1,0,17,0,0,1,0,26,18,3,0,0,0,0,2,3,0,0,1,0,1,0,0,20,4,1,0,0,5,3,0,1,3,1,0,103,8,8,0,13,1,0,2,0,0,22,0,3,2,0,24,2,0,5,0,5,56,0,0,29,1,0,0,11,0,0,1,5,19,4,2,0,9,1,0,0,2,4,0,0,0,0,0,62,0,0,0,0,0,0,4,0,0,3,0
2,0,0,1,19,0,0,0,0,3,3,1,0,1,0,0,4,0,0,2,0,0,7,4,0,34,48,2,0,0,79,1,0,0,13,0,0,13,1,0,0,4,0,0,0,1,0,15,0,0,0,0,0,0,0,1,0,0,0,0,4,1,1,3,0,6,7,1,0,0,1,1,2,0,4,1,3,0,19,1,8,0,1,1,65,17,8,0,3,0,0,14,0,18,0,4,0,2,8,1
24,0,0,4,1,0,2,0,12,6,5,23,0,0,0,0,4,0,75,0,0,1,0,2,15,2,0,3,0,1,0,13,7,0,0,90,0,1,2,2,0,0,0,10,0,0,0,1,1,7,0,3,0,0,4,0,0,75,0,161,1,0,2,1,0,0,0,15,0,21,29,2,2,0,0,1,4,0,1,13,2,0,1,9,0,0,4,25,0,32,15,1,7,1,8,0,2,1,0,12
2,0,0,0,16,0,0,0,0,1,6,1,2,0,0,0,4,0,1,2,0,0,8,1,1,39,94,5,0,1,72,1,4,0,12,0,0,4,2,0,2,3,0,0,0,0,0,20,2,3,0,0,0,0,0,0,1,0,0,0,2,0,2,7,0,11,18,1,1,0,0,0,1,0,5,0,7,0,23,0,9,1,2,0,101,10,4,0,2,2,0,13,0,29,0,0,0,1,7,1
0,0,1,0,10,1,0,2,0,1,1,0,18,9,0,0,1,0,0,2,1,0,0,11,1,8,5,3,4,5,5,3,1,8,11,0,2,5,4,1,4,17,1,0,3,0,0,24,0,1,4,0,3,0,0,18,0,0,8,0,107,5,0,1,2,6,0,1,3,0,0,0,32,1,32,0,13,0,5,0,1,5,9,1,2,17,1,0,9,1,0,4,2,12,0,16,0,5,23,2
0,0,1,0,20,0,0,1,0,1,0,0,24,15,0,0,0,0,0,1,0,0,0,6,2,7,5,4,10,9,8,2,0,7,12,0,6,14,12,2,8,8,0,0,9,0,0,27,2,1,3,0,4,0,0,22,0,0,12,0,95,9,0,0,3,15,1,5,3,0,0,2,49,1,44,0,13,2,8,0,4,12,18,0,5,10,2,0,19,0,2,6,3,6,0,22,2,12,27,3
0,0,0,0,18,0,0,0,0,3,3,1,0,0,0,0,2,0,0,0,0,0,2,4,1,22,37,4,0,0,78,1,0,0,10,0,0,8,2,0,2,2,0,1,0,0,0,5,0,2,0,0,0,0,0,1,0,0,0,0,3,0,1,4,0,6,4,0,1,0,0,0,1,0,3,0,6,0,10,0,5,0,0,0,48,15,0,0,1,0,0,10,1,15,0,0,0,1,10,0
18,0,1,20,3,2,7,0,3,0,2,7,1,2,4,9,2,9,4,0,3,11,0,5,3,0,0,5,0,9,0,28,1,3,0,3,11,5,16,6,0,0,0,0,0,1,1,3,94,1,0,29,2,0,14,0,1,10,3,6,2,0,0,0,0,1,0,10,0,4,22,31,6,1,0,138,3,0,2,51,2,17,8,2,0,0,1,5,2,0,42,2,18,1,82,1,44,9,2,17
16,0,1,12,0,0,3,0,0,0,2,5,0,0,1,2,0,0,1,0,0,4,0,2,3,1,0,0,0,0,0,8,0,2,0,2,6,2,2,3,1,0,0,0,2,1,0,0,37,0,0,6,0,0,8,1,0,4,2,0,1,0,1,0,0,0,0,9,0,1,14,18,0,0,0,49,1,0,0,20,1,1,3,1,0,0,0,5,1,2,13,2,5,0,34,0,25,5,2,10
0,2,3,0,2,1,0,27,0,1,1,0,52,40,3,0,0,0,0,7,2,0,1,1,0,0,1,1,37,6,2,0,0,6,3,0,3,3,1,1,159,10,12,0,25,3,1,6,1,0,36,0,3,1,0,47,2,0,4,0,11,81,0,0,64,8,0,0,21,0,0,0,7,24,11,0,2,10,0,0,0,2,6,0,0,6,0,0,80,0,0,0,0,2,1,18,0,2,3,1
1,22,8,17,0,14,22,1,2,0,0,1,2,0,17,20,0,360,2,0,16,8,0,0,0,0,0,0,4,7,0,0,0,4,0,0,12,0,1,24,0,0,1,0,4,18,17,0,13,0,0,7,10,11,3,1,9,1,9,1,0,0,0,0,0,0,0,0,0,0,1,14,1,2,0,5,0,1,0,2,0,7,2,0,0,0,1,1,0,0,6,0,1,0,12,0,12,4,0,1
20,0,0,2,0,0,0,0,7,6,3,10,0,0,0,0,1,0,62,0,0,0,0,0,14,0,1,4,0,2,0,4,6,0,0,65,0,2,4,0,0,0,0,8,1,0,0,1,1,3,0,2,0,0,1,0,0,58,0,99,0,0,3,1,0,0,0,7,0,13,19,1,0,0,1,4,2,0,0,10,3,0,0,7,0,1,2,7,0,16,12,2,10,1,5,0,1,2,1,4
2,0,0,9,0,0,14,0,3,0,0,0,0,0,0,21,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,0,0,0,6,0,0,0,0,0,0,5,0,1,0,0,0
11,0,1,60,0,0,95,0,26,1,0,1,0,0,1,125,0,4,1,0,1,234,0,2,2,0,0,0,0,2,0,2,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,12,0,0,66,0,0,82,0,1,5,1,3,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,17,1,0,0,11,1,1,1,1,0,0,0,12,0,0,5,0,0,0,26,0,9,0,1,5
0,2,0,0,0,0,0,8,0,0,0,0,9,7,5,0,0,0,0,1,1,0,0,0,0,0,0,0,6,1,0,0,0,2,1,0,0,0,0,2,28,5,2,0,4,2,0,1,0,0,12,0,1,0,0,4,1,0,2,0,1,15,0,0,9,0,0,0,5,0,0,0,2,1,3,0,0,3,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,2,0,0,1,0
0,2,5,0,0,0,1,27,0,0,1,1,35,36,1,0,0,0,0,5,4,0,1,1,0,0,0,0,26,2,2,1,0,6,3,0,5,1,2,1,139,8,11,0,16,6,0,0,0,0,40,0,5,2,0,33,2,0,6,0,7,50,0,0,60,2,0,0,27,0,0,1,8,17,12,1,0,10,1,0,0,5,8,0,1,2,0,0,77,0,1,0,1,0,0,8,0,1,2,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
0,2,2,0,2,0,0,27,0,0,0,0,21,37,1,0,0,0,0,5,1,1,0,1,0,0,0,1,25,6,2,1,0,3,3,0,4,0,2,0,102,6,13,0,11,1,0,3,0,0,26,0,7,1,0,24,1,0,3,0,5,42,0,0,52,4,0,0,15,0,0,1,5,16,7,0,2,9,0,0,0,3,7,0,0,1,0,0,54,0,0,0,0,2,0,6,1,1,1,0
2,5,4,5,0,7,7,0,0,0,0,0,0,0,3,11,0,129,0,0,4,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,3,1,1,7,0,0,1,0,0,4,6,0,5,0,0,3,3,3,3,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,6,1,0,0
14,0,0,1,0,0,1,0,8,2,4,8,0,0,0,2,0,0,62,0,0,2,0,1,7,1,0,4,0,0,0,3,6,0,0,65,0,1,0,0,0,0,0,4,0,0,0,0,4,4,0,2,1,0,3,0,0,62,0,104,0,0,2,0,0,0,0,16,0,19,26,0,1,0,0,5,3,0,0,7,3,0,0,2,0,1,2,9,0,17,5,0,8,0,4,0,3,1,2,4
0,1,2,0,33,0,0,4,0,2,4,1,41,19,2,0,2,0,1,2,1,1,0,15,4,12,6,8,5,12,5,3,1,15,16,1,6,6,6,3,7,23,0,1,5,1,1,47,0,1,2,1,3,0,0,37,1,1,10,0,127,9,0,0,7,13,0,4,4,0,0,2,57,1,48,0,12,3,12,0,0,11,31,3,4,16,3,0,19,0,2,6,2,14,0,36,0,15,20,7
0,0,0,0,9,0,0,2,0,0,1,1,2,3,0,0,1,0,0,2,0,0,0,3,1,1,0,1,3,1,0,1,1,2,3,0,0,1,4,3,3,8,0,0,1,1,0,10,0,0,0,0,0,0,0,9,0,0,2,0,41,1,0,0,1,1,0,0,2,0,0,0,6,0,11,0,4,0,0,0,0,0,4,0,3,4,0,0,4,0,0,1,0,1,0,7,1,2,11,1
20,0,0,0,1,0,0,0,7,6,4,16,0,0,1,0,3,0,52,0,0,3,0,1,18,0,0,2,0,0,0,5,6,0,0,71,1,1,3,0,0,0,0,10,0,0,0,0,2,10,0,5,0,0,3,0,0,65,0,148,0,0,5,1,0,0,0,13,0,21,31,1,0,0,1,4,2,0,0,7,1,0,0,12,0,0,3,12,0,22,10,1,5,1,1,0,1,3,1,3
0,1,2,0,25,0,0,3,1,2,5,3,27,15,1,0,1,0,0,3,1,0,0,17,3,8,6,3,2,11,5,4,0,8,14,0,6,14,15,1,11,17,2,1,12,0,1,42,3,1,2,0,1,1,0,15,1,1,7,1,133,6,1,0,3,12,1,3,5,0,0,1,55,5,34,0,8,0,6,0,1,15,15,1,4,21,7,0,14,0,2,7,1,6,1,21,1,12,22,4
0,1,1,0,27,0,0,2,0,3,3,2,31,21,0,0,1,0,1,2,0,0,2,30,0,9,5,3,3,11,8,1,0,6,9,0,5,11,12,2,6,19,2,0,7,0,0,35,2,3,1,0,2,0,0,20,0,0,8,0,142,10,0,1,4,16,1,2,11,0,0,2,57,0,43,1,12,0,12,0,0,9,25,1,4,17,1,0,24,0,2,7,0,7,3,33,1,15,34,0
0,0,3,0,25,1,0,2,0,1,3,1,25,11,3,0,5,1,0,1,2,0,1,13,0,6,6,9,7,23,8,2,3,21,18,0,5,14,9,4,13,18,3,0,6,0,0,29,1,1,3,0,2,2,0,23,2,0,8,0,158,14,1,0,5,6,0,4,14,1,1,4,62,2,49,2,20,3,10,1,2,6,17,2,1,20,1,0,16,0,0,3,2,13,0,32,1,17,29,5
0,0,0,1,19,0,0,3,0,1,1,2,29,9,0,0,1,0,0,2,0,0,2,4,1,6,5,2,2,14,7,5,0,11,9,0,3,8,6,2,8,10,3,0,6,0,0,33,0,1,1,0,2,0,0,19,0,0,2,0,96,3,0,2,5,12,0,2,6,0,0,2,50,1,34,2,6,1,8,0,5,6,16,1,1,9,3,0,16,0,0,5,0,13,0,12,0,7,30,1
0,0,3,0,0,3,0,9,0,0,0,0,31,29,1,0,0,0,0,3,2,0,0,0,0,0,0,0,17,1,0,1,0,4,0,0,2,0,1,1,78,6,7,0,9,2,0,2,0,0,24,0,5,2,0,24,2,0,1,0,6,49,0,0,33,4,0,0,13,0,1,1,8,18,4,0,1,10,1,0,1,2,3,0,0,2,0,0,61,0,0,1,0,0,0,5,0,1,2,1
39,0,0,2,0,0,3,0,7,8,4,27,0,0,0,1,1,0,69,0,0,1,1,0,11,0,0,4,0,2,0,9,14,0,0,102,1,1,2,0,0,0,0,6,0,0,0,0,1,12,0,4,0,0,6,0,0,71,0,181,0,0,8,1,0,0,2,13,0,25,29,0,0,0,0,3,3,0,0,11,3,0,2,8,0,0,4,26,0,17,15,2,14,0,5,0,1,4,0,11
7,0,0,20,0,0,39,0,17,0,0,2,0,0,1,61,0,1,0,0,0,114,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,7,1,0,29,2,0,50,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,3,8,1,0,0,7,0,0,0,1,0,0,0,0,0,0,0,9,1,0,3,0,1,0,8,0,4,1,0,0
1,0,0,0,25,1,0,1,0,0,4,1,29,11,0,0,1,0,1,1,2,0,0,9,1,5,3,1,2,8,8,2,1,13,13,0,4,4,10,0,15,20,1,0,4,1,0,35,0,3,4,0,5,0,0,22,0,0,5,0,119,11,0,2,1,20,0,2,5,0,1,1,40,0,48,1,10,1,3,0,4,10,15,1,5,8,0,0,17,0,1,4,1,11,0,18,1,9,20,4
0,0,0,0,14,0,0,1,0,0,2,1,0,0,0,0,2,0,0,0,0,0,8,1,1,30,61,4,0,0,45,1,0,0,5,0,0,10,0,0,1,4,0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,2,0,16,9,0,0,0,0,0,1,0,3,0,4,0,15,1,3,0,1,0,65,15,1,0,0,0,0,13,1,16,0,0,0,2,7,0
21,0,0,3,1,0,3,0,9,11,4,7,0,0,0,0,1,0,51,0,0,1,1,1,11,2,0,5,0,0,0,5,8,0,0,80,0,1,2,0,0,0,0,6,0,0,0,0,3,8,0,2,0,0,6,0,0,59,2,127,0,0,5,1,0,0,0,12,0,17,22,1,0,0,0,5,6,0,2,12,1,1,0,3,0,0,5,12,0,19,9,1,17,1,6,0,6,1,1,8
0,0,0,0,22,0,0,0,0,1,6,1,3,2,0,0,5,0,0,0,1,0,13,4,2,58,146,7,0,1,104,5,5,0,13,0,0,18,2,0,2,7,0,1,0,0,0,25,0,0,0,0,0,0,0,1,0,0,0,0,5,0,1,4,1,24,23,1,2,1,0,0,3,0,8,0,7,0,40,0,11,0,3,1,132,31,10,0,1,1,0,25,0,29,0,2,0,0,10,3
0,0,4,0,2,0,0,19,0,0,0,0,34,26,1,0,0,0,0,3,2,0,0,1,0,1,0,0,27,4,0,1,0,9,3,0,2,0,2,0,93,8,9,0,9,1,0,2,0,0,28,0,4,0,0,29,5,0,3,0,4,61,0,0,38,5,0,0,21,0,0,1,8,9,7,0,4,9,0,1,0,2,5,0,0,2,0,0,53,0,0,0,0,2,0,7,0,0,2,0
1,10,5,18,0,17,23,1,0,0,0,0,2,2,8,19,1,306,0,0,11,11,0,1,0,0,0,0,0,3,0,2,0,2,0,0,13,0,0,22,0,0,3,0,3,6,12,0,11,0,0,8,3,4,4,0,7,0,3,0,0,0,0,0,0,0,0,3,0,0,3,10,1,2,0,3,0,1,0,5,0,3,0,0,0,0,0,1,0,0,1,0,2,0,8,1,9,0,0,1
0,0,0,0,11,0,0,3,0,0,4,2,8,7,0,0,0,0,1,0,1,0,2,7,1,3,7,1,3,6,3,0,1,9,2,1,0,11,4,1,2,11,0,1,6,0,0,21,0,1,2,0,1,0,0,9,0,1,3,0,75,3,1,0,3,6,1,2,9,0,0,3,35,1,25,4,5,1,3,2,1,3,11,0,0,12,1,0,9,1,1,5,2,3,1,24,0,9,15,1
32,0,0,2,0,0,0,0,12,6,3,26,0,0,0,0,2,0,64,0,0,0,2,0,17,0,0,5,0,1,0,9,14,0,0,83,0,1,0,0,0,0,0,6,0,0,0,0,2,10,0,9,0,0,0,0,0,69,1,178,1,0,6,0,0,0,0,13,0,23,29,0,0,0,0,7,0,0,2,6,2,0,1,4,0,0,5,19,0,24,14,0,14,0,3,0,1,2,0,8
0,0,0,0,33,0,0,0,0,1,8,2,1,1,0,0,5,0,0,0,0,0,5,3,0,57,124,4,0,2,161,4,6,2,21,0,1,17,3,1,0,10,0,2,0,0,0,26,0,1,1,0,1,0,0,2,0,0,1,0,8,2,1,8,2,25,16,1,1,0,0,0,4,0,12,0,10,0,36,0,9,1,2,6,84,44,5,0,0,1,0,26,1,40,0,1,0,2,12,1
0,0,1,0,32,0,0,2,1,0,5,0,31,11,0,0,2,0,0,1,3,0,1,16,1,8,4,4,5,7,5,1,1,16,21,0,2,14,9,2,10,15,2,0,7,0,0,39,2,1,3,0,4,1,0,35,0,0,5,0,155,11,0,1,2,17,0,1,12,0,1,1,50,2,53,3,16,2,8,0,1,6,31,2,4,17,3,0,15,0,1,5,0,11,2,27,2,9,26,5
0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,3,0,1,10,22,3,0,0,24,0,1,0,5,0,0,5,2,0,0,1,0,1,0,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,5,2,0,0,1,0,0,0,0,0,0,1,0,8,0,1,0,0,1,27,8,0,0,0,0,0,3,0,5,0,1,0,1,1,0
0,0,0,0,11,0,0,0,0,4,3,0,0,0,0,0,3,0,0,2,0,0,4,2,2,23,39,6,0,1,47,0,0,0,6,0,0,7,1,0,1,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,0,5,5,1,1,0,1,0,0,0,5,0,3,0,18,0,7,1,0,1,44,17,5,0,0,0,0,6,0,11,0,2,0,3,10,0
0,0,3,0,0,1,0,14,0,0,1,0,26,37,3,0,0,0,0,7,2,0,0,0,1,0,1,0,10,5,1,0,0,7,4,0,1,1,1,0,127,7,13,0,6,2,1,3,0,0,24,1,3,3,0,19,3,0,3,0,5,37,0,0,48,0,0,0,14,0,0,1,9,9,9,0,1,13,1,0,0,3,1,0,0,2,0,0,55,0,0,0,0,2,0,4,0,1,3,0
0,0,0,0,10,0,0,0,0,1,6,2,1,0,0,0,2,0,1,3,0,0,5,4,0,44,96,1,0,0,53,0,1,0,9,0,0,12,0,0,0,5,0,1,0,0,0,14,0,2,0,0,0,0,1,0,0,0,2,0,2,0,6,4,0,13,11,1,0,0,0,0,4,0,5,0,7,0,28,0,4,1,0,2,94,13,2,0,0,1,1,10,0,25,0,5,0,2,9,0
0,0,0,0,25,0,0,2,1,2,8,2,3,0,0,0,10,0,0,1,1,0,17,3,1,56,138,4,0,0,122,2,1,0,18,1,1,21,1,0,0,5,1,5,0,0,0,18,0,3,0,0,0,0,0,1,0,0,1,0,7,0,3,7,0,15,19,2,0,1,1,0,3,0,10,0,17,0,29,0,11,0,0,3,147,37,5,0,0,0,1,22,0,19,0,1,0,1,12,0
